Date,Region,Product,Customers,Revenue,Operating_Cost,Marketing_Cost,Profit
2023-04-16,North,Loan,173,43257,16571,16839,9847
2024-08-28,West,Investment,129,192717,25493,4682,162542
2024-11-01,West,Investment,196,87197,20722,5838,60637
2024-01-06,North,Credit Card,71,158554,44532,14831,99191
2024-02-23,North,Mortgage,132,170331,31571,10549,128211
2024-08-25,South,Insurance,373,114543,76300,14774,23469
2022-12-24,North,Mortgage,54,108811,32981,14534,61296
2024-08-29,West,Loan,310,115068,79783,12277,23008
2023-10-30,South,Loan,458,83743,88071,19062,-23390
2023-01-08,East,Credit Card,329,186003,74907,18829,92267
2024-10-28,West,Mortgage,178,170294,26184,17806,126304
2023-11-07,East,Loan,163,60020,24492,3640,31888
2022-03-31,East,Mortgage,333,126103,67943,8159,50001
2023-11-29,East,Credit Card,96,144051,66637,5982,71432
2023-06-24,West,Mortgage,390,118858,38769,10209,69880
2024-01-02,East,Insurance,237,31399,63786,19155,-51542
2024-05-18,West,Credit Card,68,191765,75412,11511,104842
2022-02-10,East,Mortgage,136,113401,74942,19982,18477
2024-01-10,North,Loan,191,73753,82079,9235,-17561
2023-05-17,North,Investment,300,152888,24348,17312,111228
2024-08-16,West,Investment,375,93075,14533,17223,61319
2024-07-17,East,Credit Card,419,198409,11422,8831,178156
2023-04-06,East,Investment,57,101010,85747,18402,-3139
2024-01-02,East,Insurance,86,69340,24735,14885,29720
2024-01-22,North,Credit Card,135,70592,62595,12150,-4153
2024-07-13,East,Loan,121,53988,88827,13712,-48551
2024-06-27,East,Loan,430,137285,21870,18692,96723
2023-01-25,West,Credit Card,315,165019,84286,12385,68348
2024-06-01,East,Investment,116,129364,63913,9259,56192
2022-09-13,North,Investment,190,30253,88306,7580,-65633
2023-12-10,East,Loan,344,180710,21559,6424,152727
2023-03-26,North,Insurance,113,121211,39510,3360,78341
2022-01-10,North,Investment,79,140371,48828,2782,88761
2024-04-03,South,Insurance,437,35604,85434,16920,-66750
2024-03-08,North,Investment,94,54483,59942,9014,-14473
2024-05-26,South,Credit Card,183,130031,19003,14050,96978
2024-10-25,South,Mortgage,65,165320,64097,19482,81741
2024-10-12,East,Loan,327,60577,67513,2983,-9919
2023-01-09,South,Credit Card,268,189950,57613,13348,118989
2024-12-24,West,Investment,326,47501,79981,17038,-49518
2022-05-26,North,Loan,270,22670,73139,14625,-65094
2022-08-12,West,Mortgage,242,35135,23902,11973,-740
2022-06-26,South,Mortgage,207,111739,82145,2771,26823
2024-05-02,East,Investment,73,70763,28135,17809,24819
2022-03-04,North,Loan,369,78060,67792,9312,956
2024-04-06,West,Investment,190,196661,19316,16323,161022
2024-03-05,East,Mortgage,271,192713,11392,17488,163833
2023-11-20,South,Credit Card,75,59932,28202,10780,20950
2022-04-15,East,Credit Card,147,101052,11683,19097,70272
2023-05-26,West,Insurance,325,182525,87329,11296,83900
2023-01-20,East,Mortgage,110,197731,36431,15524,145776
2023-02-09,West,Mortgage,429,57024,55820,5178,-3974
2024-04-02,East,Investment,292,106189,85016,9262,11911
2023-06-02,North,Insurance,439,136210,12249,5170,118791
2023-04-21,East,Insurance,476,177007,19333,7001,150673
2023-12-10,North,Loan,482,179223,53376,18431,107416
2024-02-10,West,Investment,58,56138,88208,16511,-48581
2024-11-12,North,Credit Card,433,59670,32074,10590,17006
2024-09-23,East,Loan,406,191245,41054,19665,130526
2023-11-08,North,Insurance,470,47981,66736,6261,-25016
2023-12-15,West,Credit Card,321,23384,21584,16041,-14241
2022-03-24,East,Mortgage,309,80416,39834,6976,33606
2023-04-02,North,Investment,81,169149,35497,7591,126061
2022-01-01,North,Insurance,389,89719,73833,6794,9092
2022-02-20,South,Mortgage,142,112401,68053,2236,42112
2023-11-16,North,Insurance,177,144035,47856,5772,90407
2023-12-18,South,Credit Card,286,118901,10446,14117,94338
2023-03-25,West,Loan,66,116254,78045,19200,19009
2024-05-30,South,Credit Card,90,27495,21479,10723,-4707
2023-05-03,West,Investment,350,112270,53813,10876,47581
2022-02-03,North,Investment,321,85231,83085,4704,-2558
2022-04-05,North,Insurance,325,75369,11072,15537,48760
2024-12-31,South,Credit Card,91,181899,54648,5989,121262
2022-06-03,West,Loan,315,44067,41376,4481,-1790
2022-09-07,North,Investment,101,113850,29512,5198,79140
2023-11-05,South,Loan,237,164160,54557,14929,94674
2023-03-14,South,Mortgage,481,30976,16839,8134,6003
2022-04-28,South,Insurance,200,88712,63270,6522,18920
2024-02-10,North,Loan,293,183197,35012,8564,139621
2022-09-25,West,Insurance,338,115827,31388,5662,78777
2024-12-13,North,Mortgage,176,132716,43361,4329,85026
2022-08-24,East,Loan,254,55666,53520,10511,-8365
2023-01-24,East,Loan,458,48148,23284,12608,12256
2024-09-16,North,Mortgage,355,103184,75812,9589,17783
2024-02-02,West,Credit Card,406,157922,30971,5707,121244
2023-02-05,South,Loan,149,134035,18274,13860,101901
2023-09-16,East,Loan,393,68332,89973,19903,-41544
2024-02-06,East,Investment,128,128955,56305,11367,61283
2024-07-07,North,Credit Card,232,182232,50321,10151,121760
2024-05-02,East,Loan,147,152626,43235,15328,94063
2023-08-01,East,Mortgage,117,130238,80796,7732,41710
2022-03-16,South,Insurance,383,76531,75037,11285,-9791
2023-03-11,South,Mortgage,437,80926,10997,9017,60912
2022-04-13,West,Credit Card,77,86207,52252,14132,19823
2024-02-03,East,Investment,78,115256,79631,2414,33211
2024-01-08,West,Investment,387,138256,19559,16392,102305
2024-03-16,West,Investment,171,63437,54894,13393,-4850
2022-04-08,South,Mortgage,261,185291,33409,10808,141074
2024-03-08,South,Insurance,225,107233,42861,12833,51539
2024-05-08,North,Insurance,154,141666,84650,14337,42679
2023-03-11,South,Loan,121,75195,75123,10123,-10051
2023-03-23,West,Insurance,159,177668,54101,18853,104714
2022-09-06,East,Insurance,162,174594,82829,2808,88957
2022-06-15,West,Loan,446,194157,23499,14121,156537
2024-09-10,West,Mortgage,281,176823,73993,5569,97261
2024-10-16,West,Mortgage,92,112516,37205,2205,73106
2023-06-26,South,Credit Card,314,29474,41031,8233,-19790
2024-01-29,West,Mortgage,345,20534,75469,2169,-57104
2022-03-22,North,Investment,95,32040,69148,3423,-40531
2022-05-13,East,Investment,107,60529,15221,16989,28319
2024-03-07,South,Credit Card,274,155738,44986,18803,91949
2024-06-18,West,Insurance,489,57441,66684,2396,-11639
2022-05-18,North,Credit Card,189,56766,17906,13450,25410
2022-07-03,East,Loan,150,141305,53019,15398,72888
2024-02-24,West,Credit Card,330,174957,84806,4356,85795
2024-09-10,East,Credit Card,287,56460,67845,16468,-27853
2022-03-10,South,Investment,138,177487,16074,16070,145343
2023-06-30,South,Loan,295,122363,55380,18114,48869
2022-02-22,North,Loan,449,61290,85692,10471,-34873
2022-07-24,South,Credit Card,228,80116,81354,6296,-7534
2022-05-06,North,Loan,429,197110,26202,6586,164322
2022-02-12,West,Loan,280,119831,69888,3994,45949
2022-04-21,East,Mortgage,148,189986,44492,6393,139101
2024-01-31,South,Loan,264,148773,23701,10639,114433
2024-04-27,East,Insurance,249,191390,47444,18008,125938
2022-04-05,East,Loan,305,121999,27685,10012,84302
2024-06-18,West,Investment,486,193203,72784,8204,112215
2022-12-26,West,Mortgage,485,63513,26467,11042,26004
2024-06-18,South,Investment,244,65139,65383,18455,-18699
2022-10-08,West,Investment,429,62381,52131,17158,-6908
2023-10-29,East,Insurance,73,161495,57869,2451,101175
2022-04-03,North,Mortgage,412,22216,56894,18235,-52913
2023-11-03,North,Credit Card,319,183376,14828,5864,162684
2022-03-02,North,Loan,327,91872,82215,8119,1538
2023-09-26,South,Insurance,275,127347,28170,14658,84519
2024-12-10,West,Insurance,277,35573,71537,12232,-48196
2024-10-25,West,Credit Card,177,44094,63461,14764,-34131
2023-08-27,West,Insurance,80,94907,35382,6153,53372
2023-11-13,West,Credit Card,390,56363,34886,4595,16882
2023-06-18,East,Credit Card,300,40751,77296,10905,-47450
2024-04-17,North,Credit Card,107,75008,81027,16751,-22770
2023-10-07,East,Insurance,374,149579,77518,12478,59583
2022-08-21,South,Credit Card,196,161123,35932,11647,113544
2023-06-08,North,Insurance,155,74153,75131,10087,-11065
2022-12-12,North,Mortgage,486,20737,71330,5948,-56541
2024-12-05,East,Credit Card,134,129308,16553,16938,95817
2023-06-30,South,Insurance,51,96520,16864,9694,69962
2024-03-04,South,Insurance,486,170274,21354,2581,146339
2022-09-06,North,Insurance,352,164158,20893,16040,127225
2022-02-16,West,Loan,420,123646,39314,12881,71451
2022-08-02,South,Loan,102,98784,31444,2640,64700
2022-08-27,East,Credit Card,490,108836,63886,14920,30030
2024-12-15,South,Mortgage,271,179809,56477,8325,115007
2022-12-16,North,Credit Card,74,61486,31994,17484,12008
2022-04-17,West,Investment,84,184288,20968,18493,144827
2024-04-10,South,Investment,206,195252,35102,5457,154693
2022-02-17,North,Mortgage,392,34436,62396,8307,-36267
2022-12-03,South,Mortgage,415,69094,43132,14227,11735
2024-11-15,West,Mortgage,194,43818,50330,11755,-18267
2024-03-14,East,Loan,385,92233,13331,9382,69520
2022-01-08,North,Loan,482,24161,87518,12342,-75699
2023-09-17,North,Investment,489,148349,20714,13428,114207
2023-12-20,West,Mortgage,436,30043,63726,11786,-45469
2022-10-30,North,Insurance,327,142765,56257,9211,77297
2023-10-01,West,Investment,447,85655,84575,7259,-6179
2022-02-25,North,Mortgage,436,165652,52629,17391,95632
2023-12-27,West,Insurance,343,73636,65723,15093,-7180
2023-06-10,South,Mortgage,392,163646,17684,14830,131132
2023-04-19,South,Credit Card,326,182863,57288,15980,109595
2022-01-28,South,Insurance,228,149848,83687,16049,50112
2022-03-19,North,Credit Card,329,70942,71010,4460,-4528
2022-12-31,West,Loan,401,131009,58861,15914,56234
2023-10-28,West,Investment,350,69502,23003,11022,35477
2023-06-10,East,Mortgage,246,30394,51540,10161,-31307
2023-11-30,South,Investment,274,140145,51335,10723,78087
2024-06-01,East,Mortgage,477,22250,57782,15342,-50874
2024-10-27,South,Credit Card,96,172516,29361,17334,125821
2024-10-23,East,Insurance,234,198036,88269,14678,95089
2024-07-07,South,Insurance,452,174039,56276,19910,97853
2024-01-20,West,Mortgage,211,39621,45381,18139,-23899
2022-12-29,South,Credit Card,180,108442,89176,11174,8092
2024-03-16,North,Mortgage,344,130005,49648,17292,63065
2024-01-09,South,Mortgage,141,44623,55732,5626,-16735
2024-11-04,South,Mortgage,124,112388,62912,12748,36728
2023-04-30,West,Insurance,493,74999,64784,12288,-2073
2022-01-28,North,Mortgage,187,197117,11710,19191,166216
2023-12-15,West,Insurance,217,116207,42420,2709,71078
2024-11-28,East,Loan,307,197968,27544,12143,158281
2022-03-27,East,Credit Card,287,166088,35957,13966,116165
2022-05-06,North,Loan,94,130520,58980,5086,66454
2024-03-22,East,Mortgage,460,36321,56763,10537,-30979
2023-06-21,North,Insurance,358,31376,78722,14008,-61354
2022-05-25,South,Credit Card,186,38276,12562,8636,17078
2022-01-25,East,Investment,152,185578,42879,18238,124461
2022-03-08,South,Credit Card,178,99392,62369,16574,20449
2022-08-21,West,Credit Card,210,45544,72499,2925,-29880
2022-04-19,East,Mortgage,87,80504,67347,3469,9688
2022-04-21,West,Loan,106,65701,49020,16869,-188
2022-08-16,West,Loan,210,138794,45917,15034,77843
2022-04-21,North,Investment,225,129594,85490,8038,36066
2022-02-03,West,Mortgage,308,55271,11720,3048,40503
2023-09-15,North,Credit Card,337,42444,68476,6852,-32884
2024-01-18,North,Loan,454,107070,69060,14836,23174
2023-08-18,North,Loan,373,29662,87171,12713,-70222
2023-03-01,North,Insurance,194,130248,10521,5540,114187
2023-09-05,North,Credit Card,475,164324,86700,9957,67667
2023-11-23,South,Mortgage,117,47214,12423,7840,26951
2022-11-11,North,Loan,389,186401,15242,15770,155389
2024-05-26,East,Mortgage,317,122798,16731,4105,101962
2023-10-24,North,Credit Card,267,36350,52132,4219,-20001
2022-10-04,South,Credit Card,350,39987,88848,13538,-62399
2023-09-16,East,Loan,213,26761,39394,7688,-20321
2023-05-31,East,Investment,385,44358,66837,5406,-27885
2024-04-22,South,Mortgage,228,74601,16289,16482,41830
2022-12-16,East,Mortgage,440,146553,46551,9064,90938
2024-04-02,South,Insurance,466,110249,16026,11483,82740
2024-01-29,West,Credit Card,97,23751,86612,18415,-81276
2024-06-17,West,Credit Card,243,156916,73719,4478,78719
2022-08-31,North,Loan,338,49153,22906,3961,22286
2023-06-27,North,Loan,255,159563,53476,16299,89788
2024-11-29,North,Loan,133,167487,30691,7720,129076
2022-08-17,North,Insurance,150,28733,88088,13237,-72592
2023-07-02,South,Investment,204,138144,64529,13725,59890
2024-07-08,West,Loan,96,50516,35200,6990,8326
2022-01-06,South,Loan,283,146283,77339,15090,53854
2023-04-13,East,Loan,390,144971,44002,8740,92229
2022-03-16,East,Insurance,499,69698,88840,5111,-24253
2022-01-04,East,Mortgage,348,135671,50018,5025,80628
2023-10-08,East,Investment,385,34759,51308,7284,-23833
2022-04-28,East,Mortgage,196,132571,33354,18156,81061
2024-05-30,West,Credit Card,245,44955,43663,12100,-10808
2023-05-19,South,Credit Card,443,103835,52911,12763,38161
2024-08-04,East,Loan,71,74206,17451,19812,36943
2023-07-28,North,Mortgage,243,177833,75866,8990,92977
2022-07-13,West,Insurance,435,175182,38123,9906,127153
2024-04-26,North,Investment,413,32695,79087,3947,-50339
2023-12-16,West,Mortgage,403,110296,89912,18989,1395
2024-11-15,West,Mortgage,323,95793,56679,8575,30539
2022-06-22,North,Investment,433,70872,27306,11528,32038
2022-11-22,North,Mortgage,257,125082,29834,4936,90312
2024-04-15,East,Mortgage,324,52938,80649,4778,-32489
2023-12-25,North,Investment,266,182892,46106,14171,122615
2022-08-13,South,Insurance,463,159663,36862,14779,108022
2023-06-16,West,Investment,439,68013,25471,9075,33467
2022-04-23,West,Loan,76,31784,50865,3934,-23015
2022-05-20,East,Loan,64,84712,81997,2729,-14
2023-07-13,West,Loan,208,179300,51006,12186,116108
2022-01-01,North,Loan,477,143118,89140,11181,42797
2022-03-31,West,Credit Card,263,44466,67642,15211,-38387
2023-10-16,West,Insurance,443,162885,34636,18846,109403
2022-11-16,North,Credit Card,454,112687,38069,16191,58427
2022-05-19,North,Mortgage,480,26620,49909,18394,-41683
2024-04-24,West,Mortgage,488,45924,53391,8570,-16037
2022-09-16,South,Investment,428,54857,29871,8996,15990
2024-06-20,North,Loan,400,168011,40532,9039,118440
2023-11-21,South,Investment,213,95682,87757,6134,1791
2022-01-10,South,Mortgage,176,122037,42637,17326,62074
2022-09-18,East,Loan,379,82743,89768,10782,-17807
2022-06-21,South,Insurance,107,166150,59907,5223,101020
2024-06-16,East,Mortgage,196,125777,66262,15306,44209
2022-01-13,South,Investment,497,188786,58527,2940,127319
2022-11-17,East,Investment,305,135684,77760,18997,38927
2022-11-25,North,Mortgage,159,20845,22380,14884,-16419
2024-02-24,West,Credit Card,443,50678,72971,7784,-30077
2024-02-16,West,Insurance,98,157725,36126,14025,107574
2024-06-29,East,Mortgage,231,86855,81955,16897,-11997
2022-11-14,North,Mortgage,110,106037,76069,5953,24015
2022-08-24,East,Investment,492,62670,61143,4611,-3084
2022-11-30,East,Loan,284,41487,10863,17661,12963
2023-01-11,North,Loan,291,99868,35630,3806,60432
2023-08-11,South,Loan,179,175889,73702,3653,98534
2023-05-28,South,Investment,380,88426,78562,3468,6396
2024-07-06,North,Loan,313,186465,36975,18672,130818
2024-05-22,East,Mortgage,452,25513,32345,3404,-10236
2022-09-27,West,Credit Card,257,80842,87011,6382,-12551
2024-03-08,East,Credit Card,191,159716,40434,17330,101952
2023-12-26,South,Credit Card,71,185469,60762,4593,120114
2022-01-05,North,Loan,66,128756,21434,14319,93003
2024-04-30,North,Credit Card,412,138000,70713,13844,53443
2022-03-19,North,Loan,368,174592,10433,6033,158126
2023-07-28,South,Mortgage,171,198584,19414,18230,160940
2022-05-12,East,Mortgage,331,184398,70115,12131,102152
2023-08-24,North,Investment,276,191910,10083,7598,174229
2024-12-01,West,Investment,469,63675,81312,7344,-24981
2022-03-30,North,Insurance,422,86604,78581,15913,-7890
2023-02-06,East,Mortgage,350,194786,50396,5510,138880
2022-10-23,South,Loan,335,193292,31740,3058,158494
2023-09-08,West,Insurance,165,30962,46783,12266,-28087
2024-03-10,West,Mortgage,198,93532,12558,13338,67636
2023-02-26,North,Loan,453,36833,53265,19330,-35762
2024-11-12,East,Mortgage,219,21913,47161,10934,-36182
2023-07-29,North,Mortgage,139,194829,29049,17759,148021
2022-05-23,West,Loan,168,140661,69091,3395,68175
2024-09-19,North,Mortgage,233,77076,73102,11559,-7585
2023-10-27,East,Mortgage,445,189249,49351,4243,135655
2022-05-25,South,Mortgage,313,71697,36796,12449,22452
2024-10-03,West,Investment,276,123115,14257,3654,105204
2023-05-18,East,Credit Card,142,90863,32521,14200,44142
2024-03-31,North,Mortgage,166,50118,74964,4575,-29421
2022-04-14,West,Loan,496,56229,47470,4676,4083
2024-11-28,North,Mortgage,361,158605,11912,15609,131084
2022-07-17,North,Investment,440,143800,26356,18490,98954
2023-08-02,South,Investment,367,64178,22307,14955,26916
2023-01-26,North,Mortgage,170,50411,33109,8587,8715
2023-07-08,North,Insurance,366,167912,43169,19704,105039
2024-11-04,East,Credit Card,187,159240,72151,3408,83681
2023-04-23,North,Loan,280,79228,89291,10159,-20222
2024-07-11,South,Loan,355,189370,62596,17388,109386
2023-02-24,North,Loan,197,86180,36931,3217,46032
2022-06-06,North,Loan,333,96057,40040,7869,48148
2023-07-04,North,Investment,191,163773,13347,8807,141619
2024-10-17,West,Credit Card,381,92800,24884,4317,63599
2024-09-23,South,Mortgage,57,177858,64115,6020,107723
2024-08-08,West,Mortgage,440,172394,44559,17997,109838
2022-10-16,South,Insurance,54,197588,71261,11387,114940
2022-07-15,South,Mortgage,306,76515,14119,19536,42860
2023-08-21,East,Credit Card,416,106176,37473,10831,57872
2023-06-01,West,Mortgage,378,111205,85528,8794,16883
2024-05-14,South,Investment,295,88297,58883,12387,17027
2024-03-16,South,Mortgage,284,77379,30734,10952,35693
2024-03-25,East,Loan,411,84816,55432,3243,26141
2022-08-16,West,Loan,59,165373,70730,16740,77903
2022-08-04,North,Loan,291,135157,17474,13881,103802
2024-08-05,East,Loan,491,150383,40514,10126,99743
2022-01-15,South,Investment,370,107878,70690,11806,25382
2022-02-16,West,Investment,237,92383,76877,17083,-1577
2022-11-20,South,Investment,453,94516,61966,9273,23277
2024-04-23,East,Mortgage,363,36674,21508,11312,3854
2022-05-10,East,Loan,476,118733,48312,8621,61800
2022-04-05,West,Insurance,462,151669,33696,15160,102813
2023-09-19,East,Insurance,51,188367,47082,4608,136677
2024-01-25,East,Loan,203,185397,52568,19829,113000
2024-03-04,North,Credit Card,252,108709,65890,5799,37020
2022-03-10,South,Mortgage,266,109975,80249,13864,15862
2022-01-11,North,Insurance,364,184512,86471,17770,80271
2024-05-21,North,Investment,154,169034,88667,11540,68827
2023-07-04,West,Credit Card,50,123825,88925,14209,20691
